name,slug,browse_page,event_ticker,series_ticker,subtitle,collateral_return_type,mutually_exclusive,event_category_deprecated,strike_date,strike_period,available_on_brokers,product_metadata_raw,series_title,series_category,series_tags_raw,series_frequency,contract_url,contract_terms_url,settlement_sources_raw,fee_type,fee_multiplier,additional_prohibitions_raw,event_image_url,featured_image_url,competition,competition_scope,analysis_last_updated,analysis_version,analysis_owner,confidence_score,executive_verdict,model_probability,market_probability,edge_pp,expected_return,r_score,executive_summary_richtext,kalshi_event_url,contract_snapshot_summary,market_discussion_summary,q1_subtitle,q1_table_richtext,q1_paragraph_richtext,q2_subtitle,q2_table_richtext,q2_paragraph_richtext,q3_subtitle,q3_table_richtext,q3_paragraph_richtext,q4_subtitle,q4_table_richtext,q4_paragraph_richtext,q5_subtitle,q5_table_richtext,q5_paragraph_richtext,what_could_change_subtitle,what_could_change_paragraph_richtext,transparency_subtitle,transparency_paragraph_richtext
Will the world pass 2 degrees Celsius over pre-industrial levels before 2050?,,,KXWARMING-50,KXWARMING,Before 2050,,false,Climate and Weather,,,false,,Global warming,Climate and Weather,Climate change,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/WARMING.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/WARMING.pdf,"Berkeley Earth | https://berkeleyearth.org/data/
NASA Goddard
Institute for Space Studies | https://data.giss.nasa.gov/gistemp/graphs/graph_data/Global_Mean_Estimates_based_on_Land_and_Ocean_Data/graph.txt
NCEI | https://www.ncei.noaa.gov/access/monitoring/climate-at-a-glance/global/time-series
UK Met Office Hadley Centre (HadCRUT) | https://crudata.uea.ac.uk/cru/data/temperature/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will a human land on Mars before California starts high-speed rail?,,,KXMARSVRAIL-50,KXMARSVRAIL,Before 2050,,false,Science and Technology,,,false,,Mars CA rail,Science and Technology,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MARSVRAIL.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MARSVRAIL.pdf,"ABC | https://abcnews.go.com/
Axios | https://www.axios.com
Bloomberg News | https://www.bloomberg.com
Blue Origin | https://www.blueorigin.com/
CBS | https://www.cbs.com
CNN | https://www.cnn.com
ESA | https://www.esa.int
Fox News | https://www.foxnews.com
MSNBC | https://www.msnbc.com
NASA | https://www.nasa.gov/news/releases/latest/index.html
NBC | https://www.nbc.com
Politico | https://www.politico.com/
Reuters | https://www.reuters.com
Roscosmos | https://www.roscosmos.ru/
Space | https://kalshi.com/
SpaceX | https://www.spacex.com/
the Associated Press | https://www.ap.org
the California Department of Transportation | https://dot.ca.gov
the California High-Speed Rail Authority | http://www.hsr.ca.gov/
the Chinese National Space Administration | http://www.cnsa.gov.cn
the Federal Railroad Administration | https://www.fra.dot.gov
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will a supervolcano erupt before 2050?,,,KXERUPTSUPER-0,KXERUPTSUPER,a supervolcano,,false,Climate and Weather,,,false,,Supervolcano,Climate and Weather,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ERUPT.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/.pdf,"ABC | https://www.abc.net.au/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
New York Times | https://www.nytimes.com/
Reuters | https://www.reuters.com/
the Associated Press | https://apnews.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.wsj.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will humans colonize Mars before 2050?,,,KXCOLONIZEMARS-50,KXCOLONIZEMARS,Before 2050,,false,Science and Technology,,,false,,Colonize Mars,Science and Technology,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/COLONIZEMARS.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/COLONIZEMARS.pdf,"ABC News | https://abcnews.go.com
BBC News | https://www.bbc.com/news
Bloomberg News | https://www.bloomberg.com/news
Blue Origin | https://www.blueorigin.com/
CBS News | https://www.cbsnews.com
CNN | https://www.cnn.com
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com
NASA | https://www.nasa.gov
Nature | https://www.nature.com/
NBC News | https://www.nbcnews.com
Reuters | https://www.reuters.com
Roscosmos | https://www.roscosmos.ru/
Science Magazine | https://www.sciencemag.org
Scientific American | https://www.scientificamerican.com
Semafor | https://www.semafor.com/
Space | https://kalshi.com/
SpaceflightNow | https://spaceflightnow.com
Space News | https://spacenews.com
SpaceX | https://www.spacex.com/
the Associated Press | https://apnews.com/
the China National Space Administration | http://www.cnsa.gov.cn
the European Space Agency | https://www.esa.int
the Indian Space Research Organisation | https://www.isro.gov.in
The Information | https://www.theinformation.com
the Japan Aerospace Exploration Agency | https://www.jaxa.jp/
the Mars Society | https://marssociety.org
The New York Times | https://www.nytimes.com
the Planetary Society | https://www.planetarysociety.org
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.wsj.com/
Virgin Galactic | https://www.virgingalactic.com",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Zohran Mamdani become President of the United States before 2045?,,,KXPERSONPRESMAM-45,KXPERSONPRESMAM,Before 2045,,false,Politics,,,false,,MAMDANI,Politics,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PERSONPRES.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PERSONPRES.pdf,Office of the Presidency | https://www.whitehouse.gov/administration/executive-office-of-the-president/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will be named as Xi Jinping's successor?,,,KXXISUCCESSOR-45JAN01,KXXISUCCESSOR,"Before Jan 1, 2045",MECNET,true,Politics,,,false,,Xi Jinping successor,Politics,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEXTLEADER.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEXTLEADER.pdf,"ABC | https://abcnews.go.com/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
Politico | https://www.politico.com/
Reuters | https://www.reuters.com/
Semafor | https://www.semafor.com/
the Associated Press | https://apnews.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Nick Fuentes become President of the United States before 2045?,,,KXPERSONPRESFUENTES-45,KXPERSONPRESFUENTES,Before 2045,,false,Politics,,,false,,Nick Fuentes Becoming President,Politics,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PERSONPRES.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PERSONPRES.pdf,Office of the Presidency | https://www.whitehouse.gov/administration/executive-office-of-the-president/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will be the next new Prime Minister of Israel?,,,KXNEXTISRAELPM-45JAN01,KXNEXTISRAELPM,"Before Jan 1, 2045",MECNET,true,Politics,,,false,,Next Prime Minister of Israel,Politics,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEXTPM.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEXTPM.pdf,The New York Times | https://www.nytimes.com/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will be the next Supreme Leader of Iran?,,,KXNEXTIRANLEADER-45JAN01,KXNEXTIRANLEADER,"Before Jan 1, 2045",MECNET,true,Politics,,,false,,Who will be Khamenei's successor?,Politics,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEXTPM.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEXTPM.pdf,The New York Times | https://www.nytimes.com/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which G7 leader will leave next?,,,KXG7LEADEROUT-45JAN01,KXG7LEADEROUT,G7 Leaders,MECNET,true,Politics,,,false,,Next G7 leader out,Politics,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEXTOUT.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEXTOUT.pdf,"ABC | https://abcnews.go.com/
AP | https://apnews.com/
Axios | https://www.axios.com/
Bloomberg | https://www.bloomberg.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
NBC | https://www.nbcnews.com/
Politico | https://www.politico.com/
Semafor | https://www.semafor.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Ramp or Brex IPO first?,,,KXRAMPBREX-40,KXRAMPBREX,Before 2040,,false,Financials,,,false,,Ramp V Brex,Financials,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/IPOCONFIRMFIRST.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/IPOCONFIRMFIRST.pdf,"ABC | https://www.abc.net.au/
BBC | https://www.bbc.co.uk/
Bloomberg | https://www.bloomberg.com
CNBC | https://www.cnbc.com
Financial Times | https://www.ft.com
NASDAQ | https://kalshi.com/
NYSE | https://www.nyse.com/index
Reuters | https://www.reuters.com
Securities and Exchange Commission | https://www.sec.gov/
the New York Times | https://www.nytimes.com
The Wall Street Journal | https://www.wsj.com",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will OpenAI or Anthropic IPO first?,,,KXOAIANTH-40,KXOAIANTH,Before 2040,,false,Financials,,,false,,Open AI vs Anthropic,Financials,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/IPOCONFIRMFIRST.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/IPOCONFIRMFIRST.pdf,"ABC | https://www.abc.net.au/
BBC | https://www.bbc.co.uk/
Bloomberg | https://www.bloomberg.com
CNBC | https://www.cnbc.com
Financial Times | https://www.ft.com
NASDAQ | https://kalshi.com/
NYSE | https://www.nyse.com/index
Reuters | https://www.reuters.com
Securities and Exchange Commission | https://www.sec.gov/
the New York Times | https://www.nytimes.com
The Wall Street Journal | https://www.wsj.com",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When will nuclear fusion be achieved?,,,KXFUSION,KXFUSION,Nuclear fusion achieved,,false,Science and Technology,,,false,,Nuclear fusion,Science and Technology,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/FUSION.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/FUSION.pdf,"Academy of Motion Picture Arts and Sciences | https://www.oscars.org/oscars
Financial Times | https://ft.com/
Reuters | https://www.reuters.com/
the Associated Press | https://apnews.com/
The New York Times | https://www.nytimes.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Deel or Rippling IPO first?,,,KXDEELRIP-40,KXDEELRIP,Before 2040,MECNET,true,Financials,,,false,,Deel v Rippling,Financials,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/IPOCONFIRMFIRST.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/IPOCONFIRMFIRST.pdf,"ABC | https://www.abc.net.au/
BBC | https://www.bbc.co.uk/
Bloomberg | https://www.bloomberg.com
CNBC | https://www.cnbc.com
Financial Times | https://www.ft.com
NASDAQ | https://kalshi.com/
NYSE | https://www.nyse.com/index
Reuters | https://www.reuters.com
Securities and Exchange Commission | https://www.sec.gov/
the New York Times | https://www.nytimes.com
The Wall Street Journal | https://www.wsj.com",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will any U.S. state experience a population decrease of at least 10% between 2025 and 2035?,,,KXPOPCHANGESTATE10-35,KXPOPCHANGESTATE10,Between 2025 and 2035?,,false,Social,,,false,,Pop change state 10,Social,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/POPCHANGE.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/POPCHANGE.pdf,"BBC News | https://www.bbc.com/news
Bloomberg News | https://www.bloomberg.com/news
relevant national statistical office or census bureau for geography | https://kalshi.com/
Reuters | https://www.reuters.com
the Associated Press | https://apnews.com/
The New York Times | https://www.nytimes.com/
the Organisation for Economic Cooperation and Development | https://www.oecd.org
the United Nations Population Division | https://www.un.org/development/desa/pd/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/
the World Bank | https://kalshi.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will there be an at least 8.0 magnitude earthquake in California before 2035?,,,KXEARTHQUAKECALIFORNIA-35,KXEARTHQUAKECALIFORNIA,Before 2035,,false,Climate and Weather,,,false,,Earthquake in California,Climate and Weather,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/EARTHQUAKEAREA.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/EARTHQUAKEAREA.pdf,"USGS | https://earthquake.usgs.gov/earthquakes/map/?extent=11.43696,-144.22852&extent=58.07788,-45.79102",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will a humanoid robot walk on Mars before a human does?,,,KXROBOTMARS-35,KXROBOTMARS,Before 2035,,false,Science and Technology,,,false,,Humanoid robot on Mars,Science and Technology,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ROBOTMARS.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ROBOTMARS.pdf,The New York Times | https://www.nytimes.com/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will perform the next James Bond theme?,,,KXPERFORMBONDSONG-35,KXPERFORMBONDSONG,Before 2035,,false,Entertainment,,,false,,Who will perform the next james Bond song,Entertainment,,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PERFORMSONG.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PERFORMSONG.pdf,"Billboard | https://www.billboard.com
Bloomberg News | https://www.bloomberg.com
Deadline | https://deadline.com
official credits of the release | https://kalshi.com/
official production company or studio releasing song | https://kalshi.com/
official websites or social media accounts of the production | https://kalshi.com/
performer | https://kalshi.com/
Reuters | https://www.reuters.com
Rolling Stone | https://www.rollingstone.com
the Associated Press | https://apnews.com/
The Hollywood Reporter | https://www.hollywoodreporter.com
The New York Times | https://www.nytimes.com/
the Recording Industry Association of America | https://www.riaa.com
Variety | https://variety.com",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will the next Pope be?,,,KXNEWPOPE-35,KXNEWPOPE,Before 2035,,false,World,,,false,,New Pope,Politics,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEWPOPE.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEWPOPE.pdf,"ABC | https://abcnews.go.com/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
Politico | https://www.politico.com/
Reuters | https://www.reuters.com/
Semafor | https://www.semafor.com/
the Associated Press | https://apnews.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Johnny Depp be cast in the next Pirates of the Caribbean?,,,KXJOHNNYDEPP-35,KXJOHNNYDEPP,Before 2035,,false,Entertainment,,,true,,Johnny Depp star in Pirates of the Caribbean?,Entertainment,"Movies
Television",one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ACTOR.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ACTOR.pdf,"ABC | https://abcnews.go.com/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
Politico | https://www.politico.com/
Reuters | https://www.reuters.com/
Semafor | https://www.semafor.com/
the Associated Press | https://apnews.com/
The Hollywood Reporter | https://www.hollywoodreporter.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Andrew Tate's party win a seat in the next UK election?,,,KXBRUVSEAT-35,KXBRUVSEAT,In the next U.K. general election,,false,Elections,,,false,,BRUV seated in parliament,Elections,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/UKPARTYSEAT.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/UKPARTYSEAT.pdf,"BBC | https://www.bbc.com/news
UK Parliament | https://votes.parliament.uk/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of these African leaders will leave office next?,,,KXAFRICALEADEROUT-35,KXAFRICALEADEROUT,Before 2035,MECNET,true,Politics,,,false,,Next African leader out,Politics,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEXTOUT.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEXTOUT.pdf,"ABC | https://abcnews.go.com/
AP | https://apnews.com/
Axios | https://www.axios.com/
Bloomberg | https://www.bloomberg.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
NBC | https://www.nbcnews.com/
Politico | https://www.politico.com/
Semafor | https://www.semafor.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will be cast in the next Miami Vice?,,,KXACTORSONNYCROCKETT-35,KXACTORSONNYCROCKETT,Before 2035,,false,Entertainment,,,false,,Who will play Sonny Crocket in Miami Vice,Entertainment,"Movies
Television",one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/ACTOR.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/ACTOR.pdf,"ABC | https://abcnews.go.com/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
Politico | https://www.politico.com/
Reuters | https://www.reuters.com/
Semafor | https://www.semafor.com/
the Associated Press | https://apnews.com/
The Hollywood Reporter | https://www.hollywoodreporter.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.washingtonpost.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will the FDA approve a cure for Type 1 diabetes before 2033?,,,KXFDATYPE1DIABETES-33,KXFDATYPE1DIABETES,Before 2033,,false,Health,,,false,,Type 1 diabetes cure,Science and Technology,FDA Approval,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/GENFDAAPPROVAL.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/GENFDAAPPROVAL.pdf,U.S. Food and Drug Administration. | https://www.fda.gov/news-events/fda-newsroom/press-announcements,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU meets its 2030 climate goals?,,,EUCLIMATE,KXEUCLIMATE,By 2030,,false,Climate and Weather,,,false,,EU hits climate goals,Climate and Weather,Climate change,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/EUCLIMATE.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/EUCLIMATE.pdf,EU | https://www.consilium.europa.eu/en/policies/climate-change/paris-agreement/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India meets its 2030 climate goals?,,,INDIACLIMATE-30,KXINDIACLIMATE,By 2030,,false,Climate and Weather,,,false,,India climate goals,Climate and Weather,Climate change,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/INDIACLIMATE.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/INDIACLIMATE.pdf,Indian government | https://pib.gov.in/allRel.aspx,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who will be the next Speaker of the House?,,,KXNEXTSPEAKER-31,KXNEXTSPEAKER,Before 2031,MECNET,true,Politics,,,false,,Next House speaker,Politics,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/NEXTSPEAKER.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/NEXTSPEAKER.pdf,"ABC | https://abcnews.go.com/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
Politico | https://www.politico.com/
Reuters | https://www.reuters.com/
Semafor | https://www.semafor.com/
the Associated Press | https://apnews.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.wsj.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which country will be the next to send humans to the Moon?,,,KXMOONMAN-31,KXMOONMAN,Before 2031,,false,Science and Technology,,,false,,Manned mission to the Moon,Science and Technology,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/MOONMAN.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/MOONMAN.pdf,The New York Times | https://www.nytimes.com/,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US meets its climate goals?,,,USCLIMATE,KXUSCLIMATE,2025/2030 goals,,false,Climate and Weather,,,false,,US climate goals,Climate and Weather,Climate change,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/USCLIMATE.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/USCLIMATE.pdf,EPA | https://www.epa.gov/ghgemissions/inventory-us-greenhouse-gas-emissions-and-sinks,quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When will ""The Last of Us"" Season 3 be released?",,,KXTVSEASONRELEASETHELASTOFUS,KXTVSEASONRELEASETHELASTOFUS,"""The Last of Us"" Season 3",,false,Entertainment,,,true,,Will “The Last of Us” Season 3 be released on HBO Max for streaming before May 1st of 2026?,Entertainment,Television,one_off,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/TVSEASONRELEASE.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/TVSEASONRELEASE.pdf,"ABC | https://www.abc.net.au/
Axios | https://www.axios.com/
CBS | https://www.cbsnews.com/
CNN | https://www.cnn.com/
Fox News | https://www.foxnews.com/
MSNBC | https://www.msnbc.com/
Politico | https://www.politico.com/
Reuters | https://www.reuters.com/
Semafor | https://www.semafor.com/
the Associated Press | https://apnews.com/
The Information | https://www.theinformation.com/
The New York Times | https://www.nytimes.com/
The Wall Street Journal | https://www.wsj.com/
The Washington Post | https://www.wsj.com/
Variety | https://variety.com/",quadratic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What will be the largest source of global primary energy consumption in 2030?,,,KXPRIMEENGCONSUMPTION-30,KXPRIMEENGCONSUMPTION,In 2030,MECNET,true,Climate and Weather,,,false,,Prime energy source,Climate and Weather,,custom,https://kalshi-public-docs.s3.us-east-1.amazonaws.com/regulatory/product-certifications/PRIMENGCONSUMPTION.pdf,https://kalshi-public-docs.s3.amazonaws.com/contract_terms/PRIMENGCONSUMPTION.pdf,"Our World in Data | https://ourworldindata.org/grapher/global-primary-energy
